final_rank,content_id,client_id,final_refresh_score,best_model_name,best_model_probability,baseline_refresh_score,confidence,suggested_action,final_reason_codes,is_declining_label,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,content_age_days,days_since_last_update,word_count,trend_direction,competition_level,content_type,main_intent,age_tier,freshness_tier,word_count_tier,impression_tier,position_tier
26789,content_265b0b21beda,client_2c624232cd,27.161244005006807,random_forest,0.2569200394894648,0.2934283527777778,low,monitor,general_refresh_review,0,96,1,1,60.9,1.04,438,22,0.0,up,LOW,keyword article,transactional,365+,0-30,unknown,low,deep
26790,content_213de49d5c4b,client_8527a891e2,27.15960050715802,random_forest,0.3335320385635254,0.1265516318752834,low,monitor,general_refresh_review,0,2,0,2,16.5,0.0,90,20,3949.0,new,LOW,keyword article,informational,31-90,0-30,3500+,low,striking
26791,content_8678c41cacb4,client_a88a7902cb,27.14421779162516,random_forest,0.2745886288465903,0.2544246688047052,low,monitor,general_refresh_review,0,5,0,3,25.8,0.0,148,28,3370.0,flat,LOW,keyword article,transactional,91-180,0-30,2000-3500,low,page_3_5
26792,content_70d88acd016b,client_19581e27de,27.139602267827094,random_forest,0.22121316310874,0.3705082345804989,low,monitor,general_refresh_review,0,351,0,11,40.7,0.0,463,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26793,content_d45dade5ed6a,client_2c624232cd,27.139059289136526,random_forest,0.2493611571365276,0.3091979964852608,low,monitor,general_refresh_review,0,111,1,2,42.4,0.9,517,22,0.0,up,unknown,keyword article,commercial,365+,0-30,unknown,low,page_3_5
26794,content_db48904c158b,client_8527a891e2,27.13640721264236,random_forest,0.2699922700615628,0.2641904489761904,low,monitor,page_one_decay_risk,0,1,0,2,8.0,0.0,275,104,3304.0,flat,LOW,keyword article,informational,181-365,91-180,2000-3500,low,page_1
26795,content_b6e5f771f542,client_d4735e3a26,27.130394023671162,random_forest,0.3016524026188114,0.1950622275544217,low,monitor,page_one_decay_risk,0,13,1,1,3.5,7.69,280,20,832.0,up,unknown,feedly article,unknown,181-365,0-30,<1000,low,page_1
26796,content_2586991f564c,client_2c624232cd,27.127344778269485,random_forest,0.2562558222387561,0.2938201847222222,low,monitor,general_refresh_review,1,97,0,5,80.9,0.0,517,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26797,content_38040c671779,client_19581e27de,27.127105775290584,random_forest,0.1898501996283495,0.4384135652777778,low,monitor,general_refresh_review,0,1286,0,9,59.3,0.0,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,deep
26798,content_8f9c1a24eab5,client_8527a891e2,27.116772529314197,random_forest,0.3247373735563295,0.1443700758571428,low,monitor,page_one_decay_risk,1,3,0,4,8.0,0.0,271,20,1952.0,down,LOW,keyword article,informational,181-365,0-30,1000-2000,low,page_1
26799,content_f7b690bf64cd,client_a88a7902cb,27.114734630162445,random_forest,0.2728544216042461,0.2572838190178572,low,monitor,page_one_decay_risk,0,4,0,11,7.3,0.0,180,28,3723.0,flat,LOW,keyword article,informational,91-180,0-30,3500+,low,page_1
26800,content_3b58d9381881,client_8722616204,27.112453830343807,random_forest,0.3631650731080439,0.0605579268503401,low,monitor,general_refresh_review,1,3,0,2,6.0,0.0,96,8,2882.0,down,LOW,keyword article,commercial,91-180,0-30,2000-3500,low,page_1
26801,content_47d671a76316,client_e629fa6598,27.112226942468563,random_forest,0.2926865403119153,0.2140206039682539,low,monitor,general_refresh_review,0,43,0,10,29.6,0.0,460,20,0.0,new,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26802,content_cf60d9d13b7d,client_624b60c58c,27.10302497864076,random_forest,0.3486338141059238,0.0919069963265306,low,monitor,general_refresh_review,0,8,1,1,5.5,12.5,116,8,3954.0,flat,unknown,feedly article,unknown,91-180,0-30,3500+,low,page_1
26803,content_43e83ea476f3,client_2c624232cd,27.093351282338563,random_forest,0.181732315808055,0.4550405472222222,low,monitor,general_refresh_review,0,1646,0,2,68.6,0.0,517,22,0.0,up,unknown,keyword article,informational,365+,0-30,unknown,moderate,deep
26804,content_b6bb24742416,client_e629fa6598,27.091535555229868,random_forest,0.2348111741405427,0.3394027941609977,low,monitor,general_refresh_review,0,227,1,9,44.0,0.44,460,22,0.0,up,LOW,keyword article,transactional,365+,0-30,unknown,low,page_3_5
26805,content_5a639aa6d642,client_8527a891e2,27.085506993399626,random_forest,0.2818069638101571,0.2368801071519274,low,monitor,general_refresh_review,0,2,0,1,3.5,0.0,174,92,1451.0,flat,LOW,keyword article,informational,91-180,91-180,1000-2000,low,page_1
26806,content_96a99d3ea1df,client_2c624232cd,27.08217031423501,random_forest,0.2932189962529879,0.2119261680725623,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,153,1,39,13.1,0.65,438,11,2839.0,up,LOW,keyword article,informational,365+,0-30,2000-3500,low,striking
26807,content_0fc4e547c299,client_f369cb89fc,27.07839533946266,random_forest,0.351297280952752,0.0853410227678571,low,monitor,general_refresh_review,0,6,0,3,4.5,0.0,126,8,2963.0,flat,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
26808,content_269dec00b4b9,client_624b60c58c,27.077944154853036,random_forest,0.3161782980678803,0.1617999329835601,low,monitor,page_one_decay_risk,0,5,0,2,6.8,0.0,313,20,3920.0,up,unknown,feedly article,unknown,181-365,0-30,3500+,low,page_1
26809,content_43eca8705f5b,client_19581e27de,27.07626461429511,random_forest,0.2184681025468457,0.3745154217970521,low,monitor,general_refresh_review,0,413,0,7,43.8,0.0,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26810,content_8a2109d75503,client_e29c9c180c,27.07517599542645,random_forest,0.3151843651979477,0.163878149244331,low,monitor,general_refresh_review,1,6,0,2,17.7,0.0,321,20,1306.0,down,LOW,keyword article,transactional,181-365,0-30,1000-2000,low,striking
26811,content_8bdf571e5d0e,client_e629fa6598,27.073548166462746,random_forest,0.2751480161925697,0.2510082119614513,low,monitor,general_refresh_review,0,22,0,1,49.6,0.0,502,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26812,content_920bb86da524,client_19581e27de,27.070259519722818,random_forest,0.2097919107168163,0.3932213609126984,low,monitor,general_refresh_review,0,648,1,25,48.5,0.15,482,22,0.0,up,LOW,keyword article,commercial,365+,0-30,unknown,moderate,page_3_5
26813,content_14223bf1efd4,client_19581e27de,27.067892242979894,random_forest,0.2188987675422905,0.3733171869047619,low,monitor,general_refresh_review,0,497,0,7,49.6,0.0,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26814,content_1ac9890a9d94,client_2c624232cd,27.041302874478664,random_forest,0.2629543112672678,0.2765574,low,monitor,general_refresh_review,0,57,0,1,68.1,0.0,517,22,0.0,new,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26815,content_e1b681c9e0fb,client_624b60c58c,27.03957066885623,random_forest,0.2682703954672673,0.2649275358151927,low,monitor,page_one_decay_risk,0,1,0,4,4.0,0.0,344,104,1441.0,flat,unknown,feedly article,unknown,181-365,91-180,1000-2000,low,page_1
26816,content_aca44206920e,client_19581e27de,27.03509668463031,random_forest,0.1929232243760843,0.4288597440192744,low,monitor,general_refresh_review,0,782,0,25,40.1,0.0,421,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26817,content_54619de5edd3,client_e629fa6598,27.03345056949408,random_forest,0.1979066290085074,0.4179569805555555,low,monitor,general_refresh_review,0,965,0,2,60.8,0.0,460,22,0.0,stable,LOW,keyword article,transactional,365+,0-30,unknown,moderate,deep
26818,content_d050a7ee3af5,client_19581e27de,27.012040609648068,random_forest,0.2049818134866948,0.4018844777777778,low,monitor,general_refresh_review,0,771,0,3,69.9,0.0,463,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,deep
26819,content_7780e013b7e8,client_2c624232cd,27.000554506845102,random_forest,0.2800856072919002,0.2379857515022676,low,monitor,general_refresh_review,0,7,0,8,29.3,0.0,438,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26820,content_843cd874df3d,client_8527a891e2,26.997235527468195,random_forest,0.3239387304216044,0.1423906314795918,low,monitor,general_refresh_review,0,3,0,1,9.7,0.0,90,20,3746.0,new,LOW,keyword article,transactional,31-90,0-30,3500+,low,page_1
26821,content_a4b464f4de63,client_e629fa6598,26.995978389326865,random_forest,0.3179712411283223,0.1553459638888888,low,monitor,general_refresh_review,0,9,0,1,69.2,0.0,502,20,0.0,flat,MEDIUM,keyword article,informational,365+,0-30,unknown,low,deep
26822,content_444cb6541fc2,client_8527a891e2,26.99523494840319,random_forest,0.3208188945137231,0.1491219616068594,low,monitor,general_refresh_review,0,5,0,1,36.8,0.0,223,20,1641.0,flat,LOW,keyword article,informational,181-365,0-30,1000-2000,low,page_3_5
26823,content_f151663b166b,client_2c624232cd,26.994079139156362,random_forest,0.240448916497701,0.3240947472222222,low,monitor,general_refresh_review,0,204,0,1,53.4,0.0,517,22,0.0,up,LOW,keyword article,transactional,365+,0-30,unknown,low,deep
26824,content_d4f5309c8c3d,client_8722616204,26.98885725784903,random_forest,0.3650220587165325,0.0526694641309523,low,monitor,general_refresh_review,1,3,0,1,29.7,0.0,98,8,2702.0,down,MEDIUM,keyword article,informational,91-180,0-30,2000-3500,low,page_3_5
26825,content_139c7de18412,client_19581e27de,26.983779085721636,random_forest,0.1989700115019461,0.4140962585600907,low,monitor,general_refresh_review,0,758,0,15,44.8,0.0,445,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26826,content_8b32e2b808f4,client_f74efabef1,26.98102780827384,random_forest,0.238618264511318,0.327675065994898,low,monitor,general_refresh_review,0,354,1,4,18.3,0.28,175,20,3424.0,new,MEDIUM,keyword article,transactional,91-180,0-30,2000-3500,moderate,striking
26827,content_891ded76771b,client_e629fa6598,26.97315411501155,random_forest,0.2554088123388989,0.2908680652777778,low,monitor,general_refresh_review,0,454,0,1,63.7,0.0,460,20,0.0,stable,unknown,keyword article,informational,365+,0-30,unknown,moderate,deep
26828,content_2e145e80dd08,client_f369cb89fc,26.972629043164144,random_forest,0.3163275344320556,0.1581988545204082,low,monitor,general_refresh_review,1,4,0,1,3.3,0.0,138,20,2899.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
26829,content_88111a7f4d4f,client_2c624232cd,26.965521397016246,random_forest,0.2483217027154217,0.3060630847222222,low,monitor,general_refresh_review,0,136,0,1,62.2,0.0,517,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26830,content_96dc9018b2c9,client_bdd2d3af3a,26.95896335310962,random_forest,0.3290266137665747,0.1301210092491496,low,monitor,general_refresh_review,0,2,0,2,3.5,0.0,90,20,2762.0,stable,LOW,keyword article,transactional,31-90,0-30,2000-3500,low,page_1
26831,content_f3ca73f0f3f3,client_e629fa6598,26.95721248493326,random_forest,0.2308436374233392,0.3438637777777778,low,refresh,declining_with_demand,1,305,0,1,55.3,0.0,460,22,0.0,down,unknown,keyword article,transactional,365+,0-30,unknown,moderate,deep
26832,content_c377a153f183,client_d4735e3a26,26.957161811696977,random_forest,0.3041024708915033,0.184338253967687,low,monitor,page_one_decay_risk,0,10,1,1,6.8,10.0,308,20,763.0,up,unknown,feedly article,unknown,181-365,0-30,<1000,low,page_1
26833,content_84f8758f3d3e,client_d59eced1de,26.954307330252835,random_forest,0.2464393565272196,0.3098131226757369,low,monitor,general_refresh_review,0,1,0,4,24.0,0.0,301,301,1498.0,new,unknown,keyword article,unknown,181-365,181+,1000-2000,low,page_3_5
26834,content_388cdca878d0,client_e29c9c180c,26.953495865784337,random_forest,0.2590420809353391,0.2823449593333333,low,monitor,general_refresh_review,0,3,0,3,110.0,0.0,322,104,1334.0,new,HIGH,keyword article,transactional,181-365,91-180,1000-2000,low,deep
26835,content_20739079ecbd,client_d4735e3a26,26.945868740530965,random_forest,0.3034356370141501,0.185439009137755,low,monitor,page_one_decay_risk,0,10,1,1,4.9,10.0,294,20,922.0,stable,unknown,feedly article,unknown,181-365,0-30,<1000,low,page_1
26836,content_6bc4241c53de,client_2c624232cd,26.944973440425468,random_forest,0.2312357828240775,0.3426291375,low,refresh,declining_with_demand,1,298,0,4,71.4,0.0,517,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26837,content_d211334f1aed,client_2c624232cd,26.942001362664293,random_forest,0.206740562888727,0.3958759732142857,low,monitor,general_refresh_review,0,675,0,1,48.6,0.0,438,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26838,content_d07b0e879ec3,client_19581e27de,26.93848334301483,random_forest,0.2051139500905969,0.399308548100907,low,monitor,general_refresh_review,0,489,0,12,37.5,0.0,445,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26839,content_d243d4fe7e00,client_d59eced1de,26.93729360877713,random_forest,0.3067847532617909,0.1778794261904761,low,monitor,page_one_decay_risk,0,8,0,3,7.3,0.0,316,20,1080.0,up,unknown,feedly article,unknown,181-365,0-30,1000-2000,low,page_1
26840,content_ee24a2bb303e,client_19581e27de,26.93610507678504,random_forest,0.2187473759748907,0.3695472527777778,low,monitor,general_refresh_review,0,478,0,2,65.8,0.0,389,22,0.0,stable,HIGH,keyword article,informational,365+,0-30,unknown,moderate,deep
26841,content_64745a4ecadb,client_8527a891e2,26.93077303651898,random_forest,0.3244761277090477,0.1391529330935374,low,monitor,general_refresh_review,1,3,0,2,18.7,0.0,348,20,4107.0,down,MEDIUM,keyword article,informational,181-365,0-30,3500+,low,striking
26842,content_c92241a22237,client_8527a891e2,26.930646330034243,random_forest,0.3212703304889758,0.1461297391666666,low,monitor,general_refresh_review,0,6,0,2,51.0,0.0,273,20,1602.0,new,LOW,keyword article,informational,181-365,0-30,1000-2000,low,deep
26843,content_293d12700873,client_19581e27de,26.916146347765967,random_forest,0.1873234552396032,0.4373531872732426,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,1143,0,34,47.4,0.0,417,22,0.0,up,LOW,keyword article,transactional,365+,0-30,unknown,moderate,page_3_5
26844,content_2694fa3732b5,client_19581e27de,26.8998430518132,random_forest,0.1949661270138743,0.4202038154761904,low,monitor,general_refresh_review,0,734,0,25,41.5,0.0,441,22,0.0,stable,LOW,keyword article,commercial,365+,0-30,unknown,moderate,page_3_5
26845,content_0f7b99d6189f,client_f74efabef1,26.89598351383122,random_forest,0.2228150113729479,0.3594417297514172,low,monitor,low_ctr_visible_page|ctr_review_candidate,0,509,1,8,16.8,0.2,175,20,3290.0,new,HIGH,keyword article,transactional,91-180,0-30,2000-3500,moderate,striking
26846,content_ebe65cabcc86,client_d4735e3a26,26.895833537256475,random_forest,0.3023195668932656,0.1863128151530612,low,monitor,page_one_decay_risk,1,10,1,1,3.7,10.0,296,20,808.0,down,unknown,feedly article,unknown,181-365,0-30,<1000,low,page_1
26847,content_df7c6930ed01,client_d4735e3a26,26.89117391228239,random_forest,0.3090716027711913,0.171465045297619,low,monitor,page_one_decay_risk,0,6,1,1,3.8,16.67,283,20,1030.0,new,unknown,feedly article,unknown,181-365,0-30,1000-2000,low,page_1
26848,content_ba260429079f,client_8527a891e2,26.8863020660642,random_forest,0.2793799621992289,0.2359681908061224,low,monitor,page_one_decay_risk,0,2,0,2,7.5,0.0,238,92,1456.0,flat,LOW,keyword article,commercial,181-365,91-180,1000-2000,low,page_1
26849,content_f6cd1a170f65,client_19581e27de,26.87855275172946,random_forest,0.1749052112444209,0.4632249444160998,low,monitor,general_refresh_review,0,1264,0,53,41.3,0.0,482,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26850,content_6334610e2b03,client_4e07408562,26.872365045929357,random_forest,0.2769337162615294,0.2408614375,low,monitor,general_refresh_review,0,174,0,1,62.5,0.0,537,20,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26851,content_c69f45ac9f57,client_2c624232cd,26.87219658139738,random_forest,0.2522826148898726,0.2945349250283446,low,monitor,general_refresh_review,1,70,0,7,40.3,0.0,517,22,0.0,down,unknown,keyword article,commercial,365+,0-30,unknown,low,page_3_5
26852,content_21b7a5699ae0,client_8527a891e2,26.871877412531575,random_forest,0.3177358522634335,0.1519980367755102,low,monitor,general_refresh_review,0,4,0,2,19.8,0.0,223,20,1528.0,new,LOW,keyword article,informational,181-365,0-30,1000-2000,low,striking
26853,content_84f4be3f4203,client_e29c9c180c,26.871569686117546,random_forest,0.2659816398732476,0.2646852662414965,low,monitor,page_one_decay_risk|low_engagement_visible_page|engagement_review_candidate,0,1,0,177,7.0,0.0,347,104,1296.0,flat,LOW,keyword article,commercial,181-365,91-180,1000-2000,low,page_1
26854,content_89aa1fd193c6,client_624b60c58c,26.870584562476303,random_forest,0.3389880930565808,0.1056802416780045,low,monitor,general_refresh_review,0,13,0,6,5.4,0.0,133,8,4348.0,flat,unknown,feedly article,unknown,91-180,0-30,3500+,low,page_1
26855,content_4d443a1eb821,client_19581e27de,26.8693794776364,random_forest,0.2486730561021496,0.3023072454931973,low,monitor,general_refresh_review,0,83,0,9,39.1,0.0,445,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26856,content_a83ed1aa5716,client_a88a7902cb,26.86901990970422,random_forest,0.2833486768977764,0.2267885527562358,low,monitor,general_refresh_review,1,2,0,5,23.5,0.0,180,28,3436.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_3_5
26857,content_8f4abf226954,client_2c624232cd,26.862107493987054,random_forest,0.2415751368081517,0.3175370250283447,low,monitor,general_refresh_review,0,143,0,5,43.8,0.0,517,22,0.0,up,unknown,keyword article,informational,365+,0-30,unknown,low,page_3_5
26858,content_1712d0a66030,client_e629fa6598,26.856667253588682,random_forest,0.2867047633012382,0.2190962819444444,low,monitor,general_refresh_review,0,100,0,1,60.1,0.0,494,20,0.0,new,HIGH,keyword article,commercial,365+,0-30,unknown,low,deep
